location,bhk,total_sqft,bath,price
BANASHANKARI,2,1310.0,2.0,80.0
BANASHANKARI,3,2600.0,4.0,135.0
BANASHANKARI,3,1900.0,2.0,170.0
BANASHANKARI,2,1260.0,2.0,75.0
BANASHANKARI,2,1170.0,2.0,46.79
BANASHANKARI,3,1350.0,2.0,83.0
BANASHANKARI,2,1330.0,2.0,78.0
BANASHANKARI,3,1400.0,2.0,78.0
BANASHANKARI,3,1700.0,3.0,125.0
BANASHANKARI,2,1020.0,2.0,40.79
BANASHANKARI,2,1600.0,2.0,63.98
BANASHANKARI,2,1041.0,2.0,36.44
BANASHANKARI,1,2400.0,1.0,200.0
BANASHANKARI,2,1390.0,2.0,86.0
BANASHANKARI,2,1460.0,2.0,70.0
BANASHANKARI,2,1200.0,2.0,60.0
BANASHANKARI,2,1290.0,2.0,80.0
BANASHANKARI,2,1186.0,2.0,65.0
BANASHANKARI,3,1650.0,3.0,101.0
BANASHANKARI,2,1181.0,2.0,75.0
BANASHANKARI,2,1105.0,2.0,90.0
BANASHANKARI,1,720.0,1.0,60.0
BANASHANKARI,2,1040.0,2.0,45.0
BANASHANKARI,2,1330.0,2.0,77.0
BANASHANKARI,2,1200.0,2.0,49.0
BANASHANKARI,2,1185.0,2.0,67.0
BANASHANKARI,2,1000.0,2.0,50.0
BANASHANKARI,3,1650.0,3.0,90.75
BANASHANKARI,3,1650.0,3.0,101.0
BANASHANKARI,2,1310.0,2.0,80.43
BANASHANKARI,2,600.0,1.0,27.0
BANASHANKARI,2,1430.0,2.0,87.8
BANASHANKARI,2,1020.0,2.0,42.83
BANASHANKARI,3,1540.0,3.0,80.0
BANASHANKARI,3,1683.0,3.0,115.0
BANASHANKARI,3,1800.0,3.0,125.0
BANASHANKARI,2,1175.0,2.0,41.13
BANASHANKARI,2,1450.0,2.0,50.75
BANASHANKARI,3,1770.0,3.0,108.0
BANASHANKARI,3,1800.0,3.0,125.0
BANASHANKARI,3,1200.0,3.0,74.52
BANASHANKARI,2,1100.0,2.0,63.0
BANASHANKARI,3,1426.0,3.0,85.0
BANASHANKARI STAGE II,2,1700.0,2.0,150.0
BANASHANKARI STAGE II,4,1200.0,2.0,150.0
BANASHANKARI STAGE II,3,1500.0,2.0,120.0
BANASHANKARI STAGE II,5,2400.0,3.0,510.0
BANASHANKARI STAGE II,3,1240.0,2.0,59.52
BANASHANKARI STAGE II,2,1250.0,2.0,110.0
BANASHANKARI STAGE II,3,1260.0,2.0,95.0
BANASHANKARI STAGE II,3,2400.0,2.0,300.0
BANASHANKARI STAGE II,2,1400.0,2.0,100.0
BANASHANKARI STAGE II,5,2800.0,3.0,425.0
BANASHANKARI STAGE II,3,3000.0,3.0,450.0
BANASHANKARI STAGE II,3,1200.0,2.0,198.0
BANASHANKARI STAGE II,2,1245.0,2.0,125.0
BANASHANKARI STAGE III,3,1305.0,2.0,58.7
BANASHANKARI STAGE III,2,1145.0,2.0,58.4
BANASHANKARI STAGE III,3,1650.0,3.0,118.0
BANASHANKARI STAGE III,4,2400.0,4.0,240.0
BANASHANKARI STAGE III,3,1350.0,2.0,68.0
BANASHANKARI STAGE III,3,1305.0,2.0,59.0
BANASHANKARI STAGE III,3,1305.0,2.0,60.0
BANASHANKARI STAGE III,2,1200.0,2.0,42.0
BANASHANKARI STAGE III,3,1480.0,3.0,75.48
BANASHANKARI STAGE III,2,1304.0,2.0,111.0
BANASHANKARI STAGE III,6,3000.0,6.0,150.0
BANASHANKARI STAGE III,2,1085.0,2.0,50.0
BANASHANKARI STAGE III,3,1500.0,2.0,100.0
BANASHANKARI STAGE III,1,1350.0,1.0,145.0
BANASHANKARI STAGE III,4,2100.0,3.0,147.0
BANASHANKARI STAGE III,3,1420.0,2.0,95.0
BANASHANKARI STAGE V,3,1300.0,2.0,58.5
BANASHANKARI STAGE V,3,1305.0,2.0,49.0
BANASHANKARI STAGE V,2,1035.0,2.0,35.77
BANASHANKARI STAGE V,3,1355.0,2.0,61.0
BANASHANKARI STAGE V,3,1510.0,3.0,47.57
BANASHANKARI STAGE V,3,1650.0,3.0,51.98
BANASHANKARI STAGE V,3,1630.0,3.0,51.35
BANASHANKARI STAGE V,3,1510.0,3.0,47.57
BANASHANKARI STAGE V,3,1315.0,2.0,49.0
BANASHANKARI STAGE V,3,1540.0,3.0,48.51
BANASHANKARI STAGE V,2,920.0,2.0,41.5
BANASHANKARI STAGE VI,2,1178.0,2.0,59.935
BANASHANKARI STAGE VI,4,4800.0,4.0,190.0
BANASHANKARI STAGE VI,4,2800.0,4.0,89.0
BANASHANKARI STAGE VI,4,2200.0,4.0,195.0
BANASHANKARI STAGE VI,2,1160.0,2.0,59.0
BANASHANKARI STAGE VI,2,1180.0,2.0,59.47
BANASHANKARI STAGE VI,3,1423.0,2.0,71.73
BANASHANKARI STAGE VI,3,1392.0,3.0,69.46
BANASHANKARI STAGE VI,3,1411.0,2.0,70.385
BANASHANKARI STAGE VI,4,4800.0,3.0,200.0
BANASWADI,2,1184.0,2.0,53.0
BANASWADI,2,1145.0,2.0,55.0
BANASWADI,2,1250.0,2.0,60.0
BANASWADI,2,1365.0,2.0,73.0
BANASWADI,5,1903.0,6.0,140.0
BANASWADI,2,1222.0,2.0,80.0
BANASWADI,2,870.0,2.0,38.0
BANASWADI,2,1200.0,2.0,60.0
BANASWADI,1,527.0,1.0,35.0
BANASWADI,2,1340.0,2.0,73.0
BANASWADI,2,1008.0,2.0,52.0
BANASWADI,2,1105.0,2.0,57.0
BANJARA LAYOUT,2,1200.0,2.0,70.0
BANJARA LAYOUT,2,1050.0,2.0,64.8
BANJARA LAYOUT,2,753.0,3.0,59.5
BANJARA LAYOUT,3,2500.0,4.0,140.0
BANNERGHATTA,3,1665.0,3.0,110.0
BANNERGHATTA,3,2370.0,4.0,195.0
BANNERGHATTA,2,1100.0,2.0,66.0
BANNERGHATTA,2,1113.0,2.0,70.0
BANNERGHATTA,2,1200.0,2.0,73.2
BANNERGHATTA,2,1070.0,2.0,87.0
BANNERGHATTA,3,1776.0,3.0,124.0
BANNERGHATTA,3,1776.0,3.0,150.0
BANNERGHATTA ROAD,1,500.0,1.0,18.5
BANNERGHATTA ROAD,2,1050.0,2.0,65.0
BANNERGHATTA ROAD,3,1170.0,2.0,66.0
BANNERGHATTA ROAD,1,595.0,1.0,33.32
BANNERGHATTA ROAD,3,1445.0,3.0,95.0
BANNERGHATTA ROAD,3,1640.0,2.0,120.0
BANNERGHATTA ROAD,3,1460.0,2.0,90.0
BANNERGHATTA ROAD,2,1179.0,2.0,66.02
BANNERGHATTA ROAD,2,1123.0,2.0,58.935
BANNERGHATTA ROAD,2,793.0,2.0,45.0
BANNERGHATTA ROAD,2,1400.0,2.0,78.0
BANNERGHATTA ROAD,2,1215.0,2.0,50.0
BANNERGHATTA ROAD,3,1654.0,3.0,100.0
BANNERGHATTA ROAD,2,1181.0,2.0,55.0
BANNERGHATTA ROAD,2,1200.0,2.0,75.0
BANNERGHATTA ROAD,1,595.0,1.0,31.83
BANNERGHATTA ROAD,2,1105.0,2.0,51.0
BANNERGHATTA ROAD,2,1255.0,2.0,65.26
BANNERGHATTA ROAD,3,1550.0,3.0,82.0
BANNERGHATTA ROAD,3,1650.0,3.0,122.0
BANNERGHATTA ROAD,2,912.0,2.0,55.0
BANNERGHATTA ROAD,2,1218.0,2.0,73.0
BANNERGHATTA ROAD,2,1115.0,2.0,65.12
BANNERGHATTA ROAD,3,1893.0,3.0,100.0
BANNERGHATTA ROAD,3,1600.0,3.0,95.0
BANNERGHATTA ROAD,2,1275.0,2.0,65.0
BANNERGHATTA ROAD,2,892.0,2.0,39.0
BANNERGHATTA ROAD,2,1260.0,2.0,70.0
BANNERGHATTA ROAD,2,1157.0,2.0,40.0
BANNERGHATTA ROAD,2,1150.0,2.0,65.0
BANNERGHATTA ROAD,2,1100.0,2.0,39.0
BANNERGHATTA ROAD,3,1725.0,3.0,110.0
BANNERGHATTA ROAD,6,1850.0,6.0,150.0
BANNERGHATTA ROAD,2,950.0,2.0,38.0
BANNERGHATTA ROAD,2,1220.0,2.0,80.0
BANNERGHATTA ROAD,2,1130.0,2.0,78.0
BANNERGHATTA ROAD,3,1486.0,3.0,83.22
BANNERGHATTA ROAD,3,1460.0,2.0,75.0
BANNERGHATTA ROAD,2,1015.0,2.0,48.0
BANNERGHATTA ROAD,2,1115.0,2.0,61.0
BANNERGHATTA ROAD,2,1136.0,2.0,48.0
BANNERGHATTA ROAD,4,2700.0,4.0,260.0
BANNERGHATTA ROAD,3,1200.0,2.0,69.0
BANNERGHATTA ROAD,3,1465.0,2.0,76.0
BANNERGHATTA ROAD,2,1303.0,2.0,67.73
BANNERGHATTA ROAD,2,1200.0,2.0,65.0
BANNERGHATTA ROAD,2,1240.0,2.0,65.0
BANNERGHATTA ROAD,3,1476.0,3.0,125.0
BANNERGHATTA ROAD,3,1533.0,3.0,84.29
BANNERGHATTA ROAD,2,1268.0,2.0,69.0
BANNERGHATTA ROAD,3,1450.0,2.0,87.0
BANNERGHATTA ROAD,4,2932.0,5.0,195.0
BANNERGHATTA ROAD,2,960.0,2.0,58.0
BANNERGHATTA ROAD,3,1750.0,3.0,130.0
BANNERGHATTA ROAD,2,1275.0,2.0,73.0
BANNERGHATTA ROAD,2,1240.0,2.0,71.0
BANNERGHATTA ROAD,2,1215.0,2.0,68.0
BANNERGHATTA ROAD,3,1894.0,3.0,115.0
BANNERGHATTA ROAD,3,1693.0,3.0,89.0
BANNERGHATTA ROAD,2,1280.0,2.0,60.16
BANNERGHATTA ROAD,1,630.0,1.0,35.0
BANNERGHATTA ROAD,3,1365.0,3.0,76.18
BANNERGHATTA ROAD,2,1115.0,2.0,78.0
BANNERGHATTA ROAD,3,1533.0,3.0,79.465
BANNERGHATTA ROAD,3,1655.0,3.0,90.0
BANNERGHATTA ROAD,2,1247.0,2.0,47.39
BANNERGHATTA ROAD,2,1238.0,2.0,49.49
BANNERGHATTA ROAD,3,1650.0,3.0,94.0
BANNERGHATTA ROAD,2,905.0,2.0,65.0
BANNERGHATTA ROAD,2,1000.0,2.0,50.0
BANNERGHATTA ROAD,4,2185.0,3.0,120.0
BANNERGHATTA ROAD,2,1012.0,2.0,45.0
BANNERGHATTA ROAD,3,1460.0,2.0,80.0
BANNERGHATTA ROAD,2,1340.0,2.0,85.0
BANNERGHATTA ROAD,3,1711.0,3.0,125.0
BANNERGHATTA ROAD,3,1520.0,2.0,81.0
BANNERGHATTA ROAD,3,2826.0,3.0,148.0
BANNERGHATTA ROAD,2,1154.0,2.0,47.0
BANNERGHATTA ROAD,2,1000.0,2.0,44.5
BANNERGHATTA ROAD,2,1250.0,2.0,48.0
BANNERGHATTA ROAD,3,1640.0,3.0,105.0
BANNERGHATTA ROAD,2,1012.0,2.0,44.0
BANNERGHATTA ROAD,3,1527.0,3.0,115.0
BANNERGHATTA ROAD,3,1550.0,3.0,96.0
BANNERGHATTA ROAD,2,1200.0,2.0,78.0
BANNERGHATTA ROAD,3,1885.0,3.0,125.0
BANNERGHATTA ROAD,3,1450.0,2.0,78.0
BANNERGHATTA ROAD,1,700.0,1.0,31.2
BANNERGHATTA ROAD,2,905.0,2.0,58.0
BANNERGHATTA ROAD,3,1920.0,3.0,122.0
BANNERGHATTA ROAD,4,2400.0,4.0,180.0
BANNERGHATTA ROAD,2,1270.0,2.0,45.0
BANNERGHATTA ROAD,3,1520.0,2.0,80.0
BANNERGHATTA ROAD,3,1270.0,2.0,73.0
BANNERGHATTA ROAD,3,1846.0,3.0,120.0
BANNERGHATTA ROAD,2,1123.0,2.0,61.74
BANNERGHATTA ROAD,3,1655.0,3.0,95.0
BANNERGHATTA ROAD,2,1206.0,2.0,53.0
BANNERGHATTA ROAD,2,1150.0,2.0,55.0
BANNERGHATTA ROAD,2,1215.0,2.0,65.0
BANNERGHATTA ROAD,3,1510.0,2.0,110.0
BANNERGHATTA ROAD,2,1022.0,2.0,35.0
BANNERGHATTA ROAD,2,1246.0,2.0,47.35
BANNERGHATTA ROAD,3,1470.0,2.0,85.0
BANNERGHATTA ROAD,2,1160.0,2.0,45.0
BANNERGHATTA ROAD,2,970.0,2.0,57.0
BANNERGHATTA ROAD,3,1527.0,3.0,142.0
BASAVANGUDI,2,1036.0,2.0,105.0
BASAVANGUDI,4,2600.0,4.0,260.0
BASAVANGUDI,3,1600.0,2.0,160.0
BASAVANGUDI,2,1560.0,2.0,145.0
BASAVANGUDI,3,1800.0,3.0,195.0
BASAVANGUDI,2,1100.0,2.0,93.0
BASAVANGUDI,2,1050.0,2.0,103.0
BASAVANGUDI,2,1180.0,2.0,124.0
BASAVANGUDI,2,1200.0,2.0,120.0
BASAVANGUDI,4,2453.0,3.0,250.0
BASAVESHWARA NAGAR,5,4500.0,5.0,415.0
BASAVESHWARA NAGAR,3,1865.0,3.0,145.0
BASAVESHWARA NAGAR,2,1200.0,2.0,90.0
BASAVESHWARA NAGAR,5,2400.0,4.0,310.0
BASAVESHWARA NAGAR,2,1200.0,2.0,80.0
BASAVESHWARA NAGAR,2,900.0,2.0,60.0
BASAVESHWARA NAGAR,3,1900.0,3.0,150.0
BASAVESHWARA NAGAR,2,1200.0,2.0,85.0
BASAVESHWARA NAGAR,2,1200.0,2.0,70.0
BATTARAHALLI,2,1200.0,2.0,65.0
BATTARAHALLI,3,1779.0,3.0,89.61
BATTARAHALLI,2,1300.0,2.0,50.0
BATTARAHALLI,3,1945.0,3.0,97.42
BATTARAHALLI,3,1777.0,3.0,100.0
BATTARAHALLI,2,1135.0,2.0,43.0
BATTARAHALLI,2,1276.0,2.0,45.0
BATTARAHALLI,3,1880.0,3.0,94.36
BATTARAHALLI,2,1071.0,2.0,62.0
BATTARAHALLI,2,1165.0,2.0,43.0
BATTARAHALLI,2,1636.0,2.0,82.89
BATTARAHALLI,3,1779.0,3.0,90.0
BATTARAHALLI,2,1090.0,2.0,38.37
BATTARAHALLI,3,2082.0,3.0,104.0
BATTARAHALLI,3,2024.0,3.0,103.0
BATTARAHALLI,2,1097.0,2.0,49.0
BEGUR,3,1419.0,2.0,59.0
BEGUR,3,1580.0,3.0,75.0
BEGUR,3,1559.0,3.0,63.0
BEGUR,3,1445.0,2.0,47.1
BEGUR,3,1475.0,2.0,74.0
BEGUR,3,3500.0,4.0,185.0
BEGUR,2,1100.0,2.0,55.0
BEGUR,2,1306.0,2.0,65.0
BEGUR,3,1304.0,3.0,65.0
BEGUR,3,1411.0,2.0,60.0
BEGUR,2,815.0,2.0,40.0
BEGUR,3,1443.0,2.0,70.0
BEGUR ROAD,2,1200.0,2.0,44.0
BEGUR ROAD,2,1200.0,2.0,46.8
BEGUR ROAD,2,1160.0,2.0,44.0
BEGUR ROAD,3,1584.0,3.0,65.0
BEGUR ROAD,3,1615.0,3.0,59.76
BEGUR ROAD,2,1200.0,2.0,43.2
BEGUR ROAD,2,1160.0,2.0,44.08
BEGUR ROAD,2,1200.0,2.0,45.0
BEGUR ROAD,3,1615.0,3.0,60.0
BEGUR ROAD,3,1410.0,2.0,53.0
BEGUR ROAD,2,1200.0,2.0,37.8
BEGUR ROAD,2,1160.0,2.0,40.59
BEGUR ROAD,2,1260.0,2.0,46.62
BEGUR ROAD,3,1600.0,3.0,58.14
BEGUR ROAD,3,1500.0,2.0,70.0
BEGUR ROAD,2,1160.0,2.0,42.0
BEGUR ROAD,2,1240.0,2.0,39.06
BEGUR ROAD,3,1500.0,2.0,55.0
BEGUR ROAD,3,1410.0,2.0,52.17
BEGUR ROAD,3,1583.0,3.0,74.4
BEGUR ROAD,2,1170.0,2.0,46.0
BEGUR ROAD,2,1160.0,2.0,42.92
BEGUR ROAD,3,1565.0,2.0,59.76
BEGUR ROAD,3,1410.0,2.0,53.58
BEGUR ROAD,2,1200.0,2.0,45.0
BEGUR ROAD,2,1200.0,2.0,42.6
BEGUR ROAD,2,1334.0,2.0,42.69
BEGUR ROAD,3,1565.0,2.0,57.91
BEGUR ROAD,2,1200.0,2.0,45.6
BEGUR ROAD,2,1215.0,2.0,43.13
BEGUR ROAD,3,1444.0,2.0,71.5
BEGUR ROAD,2,1160.0,2.0,36.54
BEGUR ROAD,2,1200.0,2.0,44.4
BEGUR ROAD,2,1260.0,2.0,39.69
BEGUR ROAD,2,952.0,2.0,42.0
BEGUR ROAD,2,1200.0,2.0,42.0
BEGUR ROAD,2,1240.0,2.0,45.88
BEGUR ROAD,3,1200.0,3.0,50.0
BEGUR ROAD,2,1100.0,2.0,42.6
BEGUR ROAD,2,1215.0,2.0,43.75
BEGUR ROAD,2,1200.0,2.0,44.73
BEGUR ROAD,2,1160.0,2.0,42.0
BEGUR ROAD,3,1410.0,2.0,54.99
BELLANDUR,3,1767.0,3.0,103.0
BELLANDUR,2,1205.0,2.0,66.0
BELLANDUR,2,1250.0,2.0,76.0
BELLANDUR,2,1000.0,2.0,50.0
BELLANDUR,2,1281.0,2.0,74.0
BELLANDUR,2,921.0,2.0,40.0
BELLANDUR,3,1490.0,2.0,98.0
BELLANDUR,3,2039.0,3.0,168.0
BELLANDUR,3,1605.0,3.0,85.0
BELLANDUR,3,1692.0,3.0,88.0
BELLANDUR,2,1220.0,2.0,60.0
BELLANDUR,2,1299.0,2.0,82.0
BELLANDUR,2,900.0,2.0,56.0
BELLANDUR,2,1350.0,2.0,79.0
BELLANDUR,2,1286.0,2.0,57.0
BELLANDUR,4,3016.0,4.0,230.0
BELLANDUR,2,1457.0,2.0,85.0
BELLANDUR,2,1195.0,2.0,51.0
BELLANDUR,2,1050.0,2.0,72.0
BELLANDUR,4,3600.0,4.0,260.0
BELLANDUR,2,1310.0,2.0,72.0
BELLANDUR,2,924.0,2.0,35.11
BELLANDUR,3,1785.0,3.0,118.0
BELLANDUR,2,1051.0,2.0,60.0
BELLANDUR,2,1060.0,2.0,65.0
BELLANDUR,2,1100.0,2.0,62.0
BELLANDUR,2,1550.0,2.0,59.0
BELLANDUR,3,1685.0,3.0,100.0
BELLANDUR,2,982.0,2.0,55.0
BELLANDUR,2,981.0,2.0,37.28
BELLANDUR,2,1205.0,2.0,59.0
BELLANDUR,2,1063.0,2.0,58.0
BELLANDUR,2,1201.0,2.0,59.99
BELLANDUR,2,1325.0,2.0,65.0
BELLANDUR,2,1281.0,2.0,87.0
BELLANDUR,2,1200.0,2.0,52.0
BELLANDUR,3,1785.0,3.0,120.0
BELLANDUR,2,1088.0,2.0,48.0
BELLANDUR,2,1310.0,2.0,85.0
BELLANDUR,2,982.0,2.0,37.28
BELLANDUR,2,1465.0,3.0,90.0
BELLANDUR,3,1767.0,3.0,109.0
BELLANDUR,4,3600.0,4.0,245.0
BELLANDUR,2,1170.0,2.0,46.79
BELLANDUR,2,1150.0,2.0,69.44
BELLANDUR,2,1200.0,2.0,45.0
BELLANDUR,2,1410.0,3.0,92.0
BELLANDUR,2,950.0,2.0,35.0
BELLANDUR,2,1015.0,2.0,60.0
BELLANDUR,3,1685.0,3.0,101.0
BELLANDUR,3,1735.0,3.0,105.0
BELLANDUR,3,1685.0,3.0,115.0
BELLANDUR,3,1846.0,3.0,135.0
BELLANDUR,2,1049.0,2.0,51.0
BELLANDUR,2,1211.0,2.0,63.0
BELLANDUR,3,1717.0,3.0,110.0
BELLANDUR,2,1185.0,2.0,47.39
BELLANDUR,2,1200.0,2.0,62.0
BELLANDUR,2,1251.0,2.0,47.0
BELLANDUR,2,960.0,2.0,48.0
BELLANDUR,3,1690.0,2.0,116.0
BELLANDUR,1,950.0,1.0,40.0
BELLANDUR,2,850.0,2.0,45.0
BELLANDUR,2,1454.0,2.0,90.0
BELLANDUR,2,1195.0,2.0,52.0
BELLANDUR,3,1435.0,2.0,115.0
BELLANDUR,2,1260.0,2.0,83.5
BELLANDUR,3,1535.0,3.0,90.0
BELLANDUR,2,1047.0,2.0,75.0
BELLANDUR,2,1096.0,2.0,40.0
BELLANDUR,2,1262.0,2.0,47.0
BEML LAYOUT,2,1060.0,2.0,55.0
BEML LAYOUT,3,2000.0,3.0,85.0
BEML LAYOUT,2,999.0,2.0,45.0
BEML LAYOUT,5,2400.0,4.0,225.0
BEML LAYOUT,3,2000.0,2.0,85.0
BEML LAYOUT,2,1194.0,2.0,65.0
BEML LAYOUT,2,1200.0,2.0,67.0
BEML LAYOUT,2,2400.0,2.0,228.0
BENSON TOWN,3,3200.0,4.0,350.0
BENSON TOWN,4,4460.0,5.0,650.0
BENSON TOWN,3,2850.0,4.0,470.0
BENSON TOWN,2,1300.0,2.0,120.0
BENSON TOWN,2,1567.0,3.0,140.0
BENSON TOWN,2,1688.12,2.0,270.0
BENSON TOWN,3,1805.0,3.0,280.0
BENSON TOWN,2,1688.0,2.0,280.0
BHARATHI NAGAR,2,1322.0,2.0,68.0
BHARATHI NAGAR,2,1351.0,2.0,70.0
BHARATHI NAGAR,2,1384.0,2.0,59.0
BHARATHI NAGAR,2,1351.0,2.0,74.0
BHARATHI NAGAR,2,1432.0,2.0,68.0
BHARATHI NAGAR,2,1349.0,2.0,56.7
BHARATHI NAGAR,2,1328.0,2.0,69.0
BHARATHI NAGAR,2,1300.0,2.0,55.86
BHOGANHALLI,3,1670.0,3.0,99.0
BHOGANHALLI,2,1444.0,2.0,75.97
BHOGANHALLI,2,1447.0,2.0,75.97
BHOGANHALLI,3,1700.0,3.0,126.0
BHOGANHALLI,2,1447.0,2.0,75.97
BHOGANHALLI,3,1760.0,3.0,127.0
BHOGANHALLI,3,1949.0,3.0,129.0
BHOGANHALLI,3,1760.0,3.0,128.0
BHOGANHALLI,4,2439.0,4.0,185.0
BHOGANHALLI,2,1205.0,2.0,64.47
BHOGANHALLI,4,2439.0,4.0,190.0
BHOGANHALLI,4,2439.0,5.0,170.0
BHOGANHALLI,2,1205.0,2.0,68.32
BHOGANHALLI,2,1260.0,2.0,69.9
BHOGANHALLI,4,2439.0,4.0,170.0
BHOGANHALLI,3,1707.0,3.0,115.0
BHOGANHALLI,2,970.0,2.0,52.5
BHOGANHALLI,2,1277.0,2.0,79.89
BHOGANHALLI,3,1703.0,3.0,120.0
BILLEKAHALLI,2,1125.0,2.0,62.0
BILLEKAHALLI,2,1090.0,2.0,52.0
BILLEKAHALLI,2,1112.0,2.0,62.0
BILLEKAHALLI,3,2400.0,3.0,150.0
BILLEKAHALLI,3,2968.0,3.0,225.0
BILLEKAHALLI,2,950.0,2.0,58.11
BILLEKAHALLI,2,1360.0,2.0,110.0
BILLEKAHALLI,2,1125.0,2.0,65.0
BILLEKAHALLI,2,950.0,2.0,56.0
BILLEKAHALLI,3,1805.0,3.0,134.0
BINNY PETE,3,1755.0,3.0,122.0
BINNY PETE,1,665.0,1.0,50.75
BINNY PETE,2,1245.0,2.0,86.28
BINNY PETE,1,660.0,1.0,54.0
BINNY PETE,1,665.0,1.0,46.08
BINNY PETE,1,660.0,1.0,62.0
BINNY PETE,2,1365.0,2.0,122.0
BINNY PETE,3,1795.0,3.0,139.0
BINNY PETE,3,1740.0,3.0,150.0
BINNY PETE,3,1970.0,3.0,164.0
BINNY PETE,3,1516.0,3.0,147.0
BISUVANAHALLI,3,1180.0,3.0,48.0
BISUVANAHALLI,3,1075.0,2.0,46.0
BISUVANAHALLI,3,1075.0,2.0,45.0
BISUVANAHALLI,2,845.0,2.0,33.0
BISUVANAHALLI,2,845.0,2.0,37.0
BISUVANAHALLI,2,845.0,2.0,29.0
BISUVANAHALLI,3,1075.0,2.0,47.0
BISUVANAHALLI,2,850.0,1.0,32.0
BISUVANAHALLI,3,1075.0,2.0,50.0
BISUVANAHALLI,3,1075.0,2.0,52.0
BISUVANAHALLI,3,1180.0,2.0,46.0
BISUVANAHALLI,3,1075.0,2.0,42.0
BISUVANAHALLI,3,1075.0,2.0,43.0
BISUVANAHALLI,2,700.0,1.0,32.0
BISUVANAHALLI,2,845.0,2.0,33.0
BISUVANAHALLI,2,945.0,2.0,33.0
BISUVANAHALLI,2,845.0,2.0,30.0
BISUVANAHALLI,3,1080.0,2.0,45.0
BISUVANAHALLI,3,1180.0,2.0,55.5
BISUVANAHALLI,3,1075.0,2.0,48.0
BISUVANAHALLI,3,1075.0,2.0,44.0
BISUVANAHALLI,2,850.0,2.0,27.0
BISUVANAHALLI,2,845.0,2.0,32.0
BISUVANAHALLI,3,1075.0,2.0,41.49
BISUVANAHALLI,2,845.0,2.0,34.0
BOMMANAHALLI,8,3000.0,8.0,140.0
BOMMANAHALLI,1,520.0,1.0,19.5
BOMMANAHALLI,1,515.0,1.0,25.0
BOMMANAHALLI,2,1090.0,3.0,44.0
BOMMANAHALLI,3,1850.0,3.0,90.0
BOMMANAHALLI,2,910.0,2.0,45.0
BOMMANAHALLI,2,1050.0,2.0,46.0
BOMMANAHALLI,2,1100.0,1.0,55.0
BOMMANAHALLI,4,2100.0,4.0,85.0
BOMMANAHALLI,2,1307.0,2.0,50.0
BOMMANAHALLI,2,1091.0,2.0,40.0
BOMMANAHALLI,2,1160.0,2.0,53.0
BOMMANAHALLI,2,1050.0,2.0,54.0
BOMMASANDRA,3,1260.0,3.0,49.36
BOMMASANDRA,3,1200.0,3.0,46.0
BOMMASANDRA,2,1035.0,2.0,41.0
BOMMASANDRA,2,1035.0,2.0,41.73
BOMMASANDRA,2,1034.0,2.0,40.0
BOMMASANDRA,2,877.0,2.0,30.0
BOMMASANDRA,2,920.0,2.0,37.46
BOMMASANDRA,2,1035.0,2.0,41.43
BOMMASANDRA,3,1295.0,2.0,50.28
BOMMASANDRA,2,1015.0,2.0,40.0
BOMMASANDRA,2,1000.0,2.0,35.0
BOMMASANDRA,2,955.0,2.0,35.28
BOMMASANDRA,2,1005.0,2.0,39.77
BOMMASANDRA,2,1014.0,2.0,35.0
BOMMASANDRA,2,1020.0,2.0,40.89
BOMMASANDRA,2,920.0,2.0,37.2
BOMMASANDRA,2,800.0,1.0,32.0
BOMMASANDRA,3,1280.0,3.0,50.0
BOMMASANDRA,3,1942.0,3.0,90.0
BOMMASANDRA,2,1127.0,2.0,45.0
BOMMASANDRA,2,877.0,2.0,29.0
BOMMASANDRA,3,1365.0,3.0,52.81
BOMMASANDRA,2,842.0,2.0,30.0
BOMMASANDRA,3,1260.0,3.0,49.36
BOMMASANDRA,3,1365.0,3.0,52.82
BOMMASANDRA,2,955.0,2.0,37.97
BOMMASANDRA,2,1089.0,2.0,40.0
BOMMASANDRA,3,1365.0,3.0,53.96
BOMMASANDRA INDUSTRIAL AREA,2,1090.0,2.0,31.48
BOMMASANDRA INDUSTRIAL AREA,3,1400.0,2.0,40.44
BOMMASANDRA INDUSTRIAL AREA,3,1320.0,2.0,38.13
BOMMASANDRA INDUSTRIAL AREA,2,1020.0,2.0,29.45
BOMMASANDRA INDUSTRIAL AREA,2,1165.0,2.0,33.64
BOMMASANDRA INDUSTRIAL AREA,2,1090.0,2.0,31.48
BOMMASANDRA INDUSTRIAL AREA,2,1000.0,2.0,28.88
BOMMASANDRA INDUSTRIAL AREA,2,1020.0,2.0,29.45
BOMMASANDRA INDUSTRIAL AREA,2,1160.0,2.0,33.51
BOMMASANDRA INDUSTRIAL AREA,2,1125.0,2.0,32.49
BOMMASANDRA INDUSTRIAL AREA,2,1125.0,2.0,32.49
BOMMASANDRA INDUSTRIAL AREA,2,1130.0,2.0,32.64
BOMMASANDRA INDUSTRIAL AREA,2,1065.0,2.0,30.75
BOMMENAHALLI,3,1200.0,3.0,125.0
BOMMENAHALLI,4,1632.0,3.0,145.0
BOMMENAHALLI,4,1670.0,3.0,135.0
BOMMENAHALLI,4,1680.0,3.0,135.0
BOMMENAHALLI,4,1632.0,3.0,128.0
BOMMENAHALLI,3,3339.0,3.0,250.0
BOMMENAHALLI,4,1355.0,3.0,135.0
BOMMENAHALLI,3,1232.0,3.0,96.0
